Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Monterra Homeowners' Association,0041552015-5,REG,58.0,(702) 531-3382,C/O Camco,Po Box 400518,Las Vegas,NV,89140,Clark
Newport Manor Homeowners Association,0210522016-8,REG,58.0,702-531-3382,C/O Camco,Po Box 400518,Las Vegas,NV,89140,Clark
Northern Terrace Homeowners Association,0823162006-3,SUB,920.0,(702) 531-3382,C/O Camco,Po Box 400518,Las Vegas,NV,89140,Clark
Villages At Tule Springs - Village 1 Sub-Master Association,31737422023-2,SUB,4089.0,(702) 248-2262,C/O Capital Consultants Management Corporation,5940 S Rainbow Blvd,Las Vegas,NV,89118,Clark
Stone Bridge @ Mountain'S Edge,SAME AS MASTER,SAM,113.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Kb Homes Lv Talavera @ Mountain'S Edge,SAME AS MASTER,SAM,329.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Monterey Manor And Cove @ Mountain'S Edge,SAME AS MASTER,SAM,204.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Red Rock Country Club Homeowners Association,24817-1998,REG,1350.0,(702) 562-3461,C/O Capital Consultants Management Corporation,1988 Alcova Ridge Dr,Las Vegas,NV,89135,Clark
Sunstone Master Community Association,14245792021-8,MSTR,3800.0,(702) 248-2262,C/O Capital Consultants Management Corporation,5940 S Rainbow Blvd,Las Vegas,NV,89118,Clark
Sonoma Summit @ Mountain'S Edge,,SAM,28.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Serenada @ Mountain'S Edge,SAME AS MASTER,SAM,57.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Sterling Ridge @ Mountain'S Edge,SAME AS MASTER,SAM,329.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
"Villages At Tule Springs Owners Association, The",0064982016-4,MSTR,8683.0,(702) 248-2262,C/O Capital Consultants Management Corporation,5940 S Rainbow Blvd,Las Vegas,NV,89118,Clark
Alpian Meadow @ Mountain'S Edge,SAME AS MASTER,SAM,84.0,,C/O Capital Consultants Management Corporation,"8090 Blue Diamond Road, Suite 240",Las Vegas,NV,89178,Clark
Aspire @ Mountain'S Edge,SAME AS MASTER,SAM,59.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Cactus Landing At Mountain'S Edge Homeowners Association,,SAM,,(702) 457-6362,C/O Capital Consultants Management Corporation,"8090 Blue Diamond Road, Suite 240",Las Vegas,NV,89178,Clark
Tierra Vista @ Mountain'S Edge,SAME AS MASTER,SAM,221.0,(702) 547-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Cold Water Crossing @ Mountain'S Edge,SAME AS MASTER,SAM,186.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Cadence Residential Community Master Association,0603252013-7,MSTR,13250.0,(702) 605-3111,C/O Capital Consultants Management Corporation,"1170 E Sunset Road, Ste 101",Henderson,NV,89011,Clark
Los Serranos @ Mountain'S Edge,SAME AS MASTER,SAM,54.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Vista Pines @ Mountain'S Edge,,SAM,25.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Sage Canyon @ Mountain'S Edge,,SAM,29.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Sutter @ Mountain'S Edge,SAME AS MASTER,SAM,273.0,,C/O Capital Consultants Management Corporation,"8090 Blue Diamond Rd, Ste 240",Las Vegas,NV,89178,Clark
Chaco Canyon @ Mountain'S Edge,SAME AS MASTER,SAM,732.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Mountain'S Edge Master Association,9334-2003,MSTR,14500.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8015 Blue Diamond #120,Las Vegas,NV,89178,Clark
Valley Vista Community Association,0173682017-1,MSTR,4137.0,(702) 444-5857,C/O Capital Consultants Management Corporation,5940 S Rainbow Blvd,Las Vegas,NV,89118,Clark
Willow Creek @ Mountain'S Edge,,SAM,20.0,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Road,Las Vegas,NV,89178,Clark
Tularosa @ Mountian'S Edge,SAME AS MASTER,SAM,140.0,(702) 547-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89148,Clark
Silver Hills @ Mountain'S Edge,SAME AS MASTER,SAM,217.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
Avila At Mountains Edge Homeowners Association,,SAM,14.0,(702) 457-6362,C/O Capital Consultants Management Corporation,"8090 Blue Diamond Road, Suite 240",Las Vegas,NV,89178,Clark
Inspirada Community Association,0386402006-3,MSTR,22000.0,(702) 260-7939,C/O Capital Consultants Management Corporation,2000 Via Firenze,Henderson,NV,89044,Clark
Cattera,,SAM,,,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd,Las Vegas,NV,89178,Clark
Providence Master Homeowners Association,30696-2003,MSTR,327.0,(702) 216-2020,C/O Capital Consultants Management Corporation,5940 South Rainbow Blvd,Las Vegas,NV,89118,Clark
Azure Canyon @ Mountain'S Edge,SAME AS MASTER,SAM,104.0,(702) 457-6362,C/O Capital Consultants Management Corporation,8090 Blue Diamond Rd Ste 240,Las Vegas,NV,89178,Clark
South Bay Association,3693-1990,REG,308.0,(702) 298-5592,C/O Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Palm Gardens Estates Owners' Association,4686-1990,REG,52.0,(702) 298-5592,C/O Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Las Palmas Homeowners Association,1639-1988,REG,176.0,(702) 298-5592,C/O Cdm Management,3650 South Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Spinnaker Bay Homeowners Association,10778-1992,REG,108.0,(702) 298-5592,C/O Cdm Management,3650 South Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Canyon/Terrace Homeowners' Association,2816-1989,REG,0.0,(702) 298-5592,C/O Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Colorado Bay Club Owners Association,8350-1989,REG,156.0,(702) 298-5592,C/O Cdm Management,3650 South Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Laughlin Bay Village Homeowners Association,186-1985,REG,258.0,(702) 298-5592,C/O Cdm Management,"3650 South Pointe Circle, Suite 201",Laughlin,NV,89029,Clark
Sundance Shores Homeowners' Association,7109-1994,REG,32.0,(702) 298-5592,C/O Cdm Management,"3650 South Pointe Circle, Ste 201",Laughlin,NV,89029,Clark
Heritage Laughlin Homeowners Association,1560-1988,REG,98.0,(702) 298-5592,C/O Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Bilbray Ranch High Noon Homeowners Association,0766332006-4,SUB,111.0,(702) 298-5592,C/O Cdm Management,3650 South Pointe Circle Ste 201,Laughlin,NV,89029,Clark
Villas At South Pointe Homeowners Association,10644-1989,REG,171.0,(702) 298-5592,C/O Cdm Management,3650 S Pointe Cir Ste 201,Laughlin,NV,89029,Clark
Brighton Community Association,25794192022-8,SUB,133.0,(702) 873-5338,C/O Century Communities Of Nevada Llc,6345 S Jones Blvd Ste 400,Las Vegas,NV,89118,Clark
Santa Theresa Estates Homeowner'S Association,0057042009-4,REG,93.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Terraza Homeowners Association,0086372006-5,SUB,247.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Santiago Homes Owners Association,14409-1993,REG,66.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Eldorado Fourth Homeowners Association,0387352005-6,REG,132.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Wine Ridge Place Homeowners Association,0183932006-1,REG,40.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Coyote Willows Homeowners Association,2615-2004,REG,456.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Mesquite Vistas Community Association,5124-1995,MSTR,1801.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Sandstone Edge Homeowners Association,0078862015-5,REG,11.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Country Meadows Townhomes Owners' Association,0354172006-6,REG,12.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
San Sevino East At Southern Highlands Homeowners Association,22780-2003,SUB,44.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Avenue,Las Vegas,NV,89123,Clark
"Country Lane Estates Ii Homeowners Association, Inc.",11734-2004,REG,34.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
"Country Lane Estates Homeowners Association, Inc.",26782-2003,REG,37.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Mountain View Estates Homeowners' Association,6059-1997,REG,114.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Encantada Homeowner Association,5222-1992,REG,9.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Avenue,Las Vegas,NV,89123,Clark
Monarch Estates Homeowners Association,23507-1996,REG,84.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Solitude Estates Homeowners Association Inc,8174-1997,REG,78.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Sonrisa Homeowners Association,11193-2002,SUB,100.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Mission Hills Homeowners Association,1533-2003,REG,320.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Talaverde Homeowners Association,30485-2002,SUB,81.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Mesquite Mesa Owners Association,16069-1996,REG,109.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Sierra Ridge At Mesquite Estate Homeowners' Association,0324812007-9,SUB,38.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Terraces-Mesquite Homeowners Association The,8908-1998,SUB,15.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Tamarac Homeowners Association,11229-1990,REG,115.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Desert Park At Green Valley Homeowners Association,8079-1986,SUB,202.0,(702) 458-2580,C/O Colonial Property Management,8595 S. Eastern Ave.,Las Vegas,NV,89123,Clark
Westtrop Association,11304-1992,REG,327.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Desert Sky Association,0218522005-3,REG,40.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Spanish Springs Homeowners Association,18278-2002,REG,130.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89129,Clark
Siena Townhomes Owner'S Association,34817-2004,SUB,49.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Marquis Manor Homeowners Association,0421172016-0,REG,20.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Desert Cove Homeowners Association,22208-1999,REG,48.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Devonridge Homeowners Association, Inc",18523-2004,REG,48.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Enchantment At Sunset Bay Condominium Association,5907-2002,SUB,106.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Shadow Hawk Subdivision Homeowners Association,0134102006-3,SUB,100.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Shadow Crest At Highland Vistas Owners Association Inc,0214762006-8,SUB,105.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Terra Bella Estates Homeowners Association,10757-2000,REG,38.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Silver Pointe I Landscape Maintenance Association,2645-1997,REG,82.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Wigwam Ranch East Estates Homeowners Association,0843822006-7,REG,79.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Maplewood Springs Homeowners Association,23722-2004,REG,69.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Master Series At The Legacy Community Association, The",1992-1992,SUB,333.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Deerbrooke Homeowners Association,8860-1992,REG,206.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Meridian Homeowners' Association,0174342016-1,REG,34.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Madrid Estates Homeowners Association Inc,15869-1997,REG,87.0,(702) 458-2580,C/O Colonial Property Management,8595 S. Eastern Ave.,Las Vegas,NV,89123,Clark
Skyhawk Townhomes Homeowners Association Inc.,0765842006-4,REG,100.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
"Mesa Hills At Highland Vistas Owners Association, Inc.",0044902005-9,SUB,90.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Windmill Crossing Property Owners Association,21073-1995,REG,83.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Crystal Canyon Homeowners Association,21246-2000,REG,21.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Mesa Townhomes Homeowners Association,2027-1995,REG,82.0,(702) 346-2200,C/O Colonial Property Management,736 W Pioneer Blvd #200,Mesquite,NV,89027,Clark
"Crossings Community Association, The",25575-1996,REG,99.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Crestview Townhomes Owners Association,3071112019-2,REG,10.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd #200,Mesquite,NV,89027,Clark
Scenic View Townhomes Owners' Association,6058-1997,REG,75.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Eagle Point Homeowners Association,4938-1996,SUB,12.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Sapphire Homeowners Association,2335-1996,REG,141.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Sedona Homeowners Association,14089-1999,SUB,69.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Foothills Ranch South Homeowners Association,4721-1998,REG,95.0,(702) 458-2580,C/O Colonial Property Management,8595 S. Eastern Ave,Las Vegas,NV,89123,Clark
Mystic Canyon Homeowners Association,2301-2002,REG,60.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Palm Vistas Homeowners' Association,0123972007-4,REG,52.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Plaza San Miguel Property Owners Association,11052-1995,REG,46.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Highland Vistas Community Owners Association, Inc",30960-2004,MSTR,295.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Valley Heights Homeowners' Association,0027892005-5,REG,97.0,(702) 345-2200,C/O Colonial Property Management,736 W. Pioneer Blvd #200,Mesquite,NV,89027,Clark
Highland Hills At Falcon Ridge Owners Association,14682-2004,SUB,68.0,(702) 346-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Prescott Park Homeowners Association,0394002005-4,REG,418.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Torrey Pines Ranch Estates Homeowners Association,14082-2000,REG,33.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Ventana Property Owners Association,12010-1995,SUB,59.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Villa Azure Homeowners Association,0400602006-6,SUB,152.0,702-458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Stonecrest Homeowners Association,6681-2003,REG,9.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Stonebrook Homeowners Association,0266472006-5,REG,111.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Villa La Paz Homeowners' Association,27049-2004,SUB,72.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Hermosa Vistas Homeowners Association,23353-2004,SUB,76.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Lake Valley Estates Association,11264-1997,REG,52.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Lakeridge Ii Owners' Association,2593-2002,SUB,22.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Twilight North Homeowners Association,23404-2002,REG,103.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
La Tesoro Homeowners Association,0400532006-7,SUB,80.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Pinnacle Property Owners Association,7891-1995,SUB,84.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Summercrest Ii Community Association,23708-1997,SUB,55.0,(703) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Summerridge Community Association,21957-1995,SUB,18.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Paradise Island Iv Homeowners Association,13792-2004,REG,22.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Paradise Canyon Resort Owners Association, Inc.",14058-2001,MSTR,61.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Trophy District,SAME AS MASTER,SAM,109.0,,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Ironwood Homeowners Association Of Mesquite,16797-1996,SUB,32.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Trovas Homeowners Association,13637-2001,REG,79.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Trovas Ridge Homeowners Association, Inc.",14767-2003,REG,13.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Heritage Highlands Estates,2413-2004,REG,30.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Pebble Canyon Homeowners Association,7007-1991,REG,365.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Summerhills Phase 3 Community Association, Inc. The",18016-2002,SUB,63.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Horizons Homeowners' Association,0751002005-7,REG,65.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Horizon Ridge Homeowners Association Inc,6031-1996,REG,43.0,(702) 485-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Summerhills Community Association,26289-1997,SUB,48.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
La Morada Homeowners Association Inc,0376832005-1,REG,20.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Turtle Creek Estates Homeowners Association,25850-2003,REG,73.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Summerglen Trails Homeowners' Association,0128642016-1,REG,29.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Traditions I Homeowners Association,1055-1991,REG,20.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Loretto Bay Master Association,0400572006-1,MSTR,448.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Villa Sedona Community Organization,3191-2000,REG,127.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Lakeridge Owners' Association,5564-1999,SUB,35.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Rock Springs Mesquite 2 Owners' Association,2013-1995,REG,344.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Fox Ridge Property Owners Association,396-1985,REG,223.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Fox Hollow Homeowners Association, Inc",24268-2004,SUB,22.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Rock Springs Mesquite Owners Association,4946-1993,REG,176.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Trailside Subdivision Homeowners Association,0269152006-0,REG,66.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Liberty At Paradise Community Association,17485-2003,REG,354.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Avenue,Las Vegas,NV,89123,Clark
Falls Condominiums Association/ The Falls Hillside Villas,25598-1996,SUB,208.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Falcon Crest Owners' Association,34534-2001,SUB,95.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
"Vintage At The Grand Legacy Homeowners Association, The",4973-1992,REG,55.0,(702) 458-2580,C/O Colonial Property Management,8595 S. Eastern Avenue,Las Vegas,NV,89123,Clark
Vista Del Lagos Homeowners Association,29401-2002,SUB,50.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
"Rosemont Owners Association, Inc",4251-2001,SUB,95.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Vista Del Monte Community Association,31337-2001,SUB,149.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Estrella Community Association,0241652015-9,SUB,167.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Vista Heights, Common Interest Community",15227-2003,SUB,25.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Tacinga Ridge At Mountain'S Edge Homeowners' Association,0112742014-3,SUB,54.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Sycamore Lane Owners' Association,3667-2001,REG,19.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
"Springs Homeowners' Association, The",0502702005-0,REG,135.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Rivers Bend Owners' Association,10258-1996,REG,136.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
"Rivers Bend Iii, A Common-Interest Community",2549072019-1,REG,48.0,(702) 345-2200,C/O Colonial Property Management,"736 W Pioneer Blvd., Suite 200",Mesquite,NV,89027,Clark
"Rancho Lake Condominium Unit-Owners' Association, Inc",19623-2004,REG,300.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Hawk Ridge Condominiums Homeowners' Association,0867372005-9,REG,152.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Rancho Santa Barbara Homeowners Association,22873-1999,SUB,43.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Lakewood Village Homeowners Association,22030-1997,REG,74.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
Hacienda Mobile Home Estates Corporation,4719-1993,REG,97.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Sunset Greens Homeowners Association,25684-1997,REG,699.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd #200,Mesquite,NV,89027,Clark
Grapevine Villas Homeowners Association,11449-1998,REG,188.0,(702) 345-2200,C/O Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark
Heritage Encore Homeowners Association,12923-1996,REG,63.0,(702) 458-2580,C/O Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark
