Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Christopher Communities At Southern Highlands Golf Club Homeowners Association,14724-2000,SUB,252.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Crystal Ridge Homeowners Association,17297-1998,REG,76.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Starfire Condominium Owners' Association,21890-1998,REG,88.0,(702) 736-9450,C/O Taylor Association Management,"259 N Pecos Road, Suite 100",Henderson,NV,89074,Clark
Starfire Homeowners Association,10008-1994,REG,52.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Glenbrook Ponderosa Homeowners Association,0359462010-2,REG,9.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Allegro Homeowners Association,1392-1992,REG,147.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Vita Bella Homeowners Association,0069472007-7,SUB,79.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sunrise Villas Iv Homeowners Association,7070-2003,REG,62.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Highland Hills Estates Ii Landscape Maintenance Association,10488-2003,REG,87.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Santa Fe Haciendas Homeowners Association,4224-1987,REG,64.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sunrise Villas Ii And Iii Homeowners Association,3577-1986,REG,97.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sandy Ridge Community Association,2143-1998,REG,90.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sandstone Recreation Association Inc,12579-1993,SUB,89.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Cambria Hills Homeowners Association,4753-1996,REG,96.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Escondido Estates, Inc",19127-1996,REG,30.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Summerhill/Davina Homeowners Association,8793-1990,SUB,122.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Esplanade Community Association,0023002006-7,REG,382.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Ascher Creek Homeowners Association,0107472016-5,REG,36.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Rd. #100,Henderson,NV,89074,Clark
Meister Park North Homeowners Association,921-2002,REG,140.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Coral Ridge Homeowners Association,14527-1994,REG,75.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Rd. Ste. 100,Henderson,NV,89074,Clark
Pinehurst Property Owners Association,13062-1993,REG,166.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"San Marino Circle Homeowners Association, A Nevada Non Profit",4139-2001,REG,135.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Northridge Estates Property Owners Association,6412-1996,REG,52.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Village Of Silver Springs Community Association,3880-1988,MSTR,678.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
San Marcos At Summerlin Homeowners Association,33575-2001,SUB,111.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Lakeside Village Homeowners Association,2822-1988,REG,89.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Cobblestone Homeowners Association,14410-1993,REG,185.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Rd Ste 100,Henderson,NV,89074,Clark
Meister Park Homeowners Association,10663-1999,REG,77.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Gleneagles Homeowner Association,21959-1999,MSTR,230.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Desert Foothills Homeowners' Association,0476592012-1,REG,108.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Las Vegas,NV,89074,Clark
Green Valley South Owners Association No.1,3591-1984,MSTR,1951.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Purple Majesty Homeowners Association,8830-1998,REG,8.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Celebrity Homeowners Association,12215-1991,REG,151.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd #100,Henderson,NV,89074,Clark
Desert Ridge Landscape Maintenance Homeowners' Association,0654842006-0,REG,85.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Westwood Village Neighborhood Homeowners Association,20417-1994,REG,743.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Ave Ste 100,Henderson,NV,89074,Clark
Stone Canyon Homeowners Association Inc,9451-1991,SUB,288.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Centennial Village South Homeowners' Association,18887-2003,REG,109.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Savannah Homeowners Association,0281332006-8,REG,45.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Astoria Iron Mountain Homeowners' Association,20500-1999,REG,178.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Astoria Estates Property Owners Association,7689-1989,REG,7.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sunrise Villas Vii Homeowners Association,5320-1978,REG,61.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Association Of Homeowners Of Tiburon Estates - 3,4689-1978,REG,211.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Greenbriar Townhouse Owners Association Inc, The",1904-1968,REG,433.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Arrowhead Estates Homeowners Association,2111-1981,REG,68.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Bella Vista Association,4915-2002,REG,88.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Villa Palermo 37 Homeowners Association,0620722005-5,SUB,46.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Pine Tree Village Homeowners,3301-1980,REG,50.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Mesa Homeowners Association,0475872005-5,REG,184.0,(702) 795-3344,C/O Taylor Association Management,"259 N. Pecos Road, Suite 100",Henderson,NV,89074,Clark
Stonegate Encore South Homeowners Association,25038-2000,REG,57.0,(702) 736-9450,C/O Taylor Association Management,"259 N. Pecos Road, Suite 100",Henderson,NV,89074,Clark
Stonegate Homeowners Association,2914-1987,REG,347.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Villa Palermo 5-10 Homeowners Association,0558812006-0,SUB,83.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Promenade At The Meadows Owners Association,9997-1988,REG,186.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Wheatherstone Condominium Corp., Inc.",2050-1984,REG,100.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Sun Terrace Homeowners Association Inc,20994-1995,REG,56.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Monterosso Vintage Homeowners Association,24336-2000,SUB,102.0,(702) 736-9450,C/O Taylor Association Management,259 North Pecos Rd Ste 100,Henderson,NV,89074,Clark
Park Avenue Homeowners' Association,21195-2001,REG,642.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Francisco Villas Community Association,358-1972,REG,48.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Garden Park Towhhouse Association,1908-1972,REG,175.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
South Valley Ranch Community Association,22085-1996,REG,848.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Harmon Gardens Condominium Inc,6665-1978,REG,62.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Beacon Street Homeowners Association,19329-2002,REG,23.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Legacy Condominium Association,8443-1991,SUB,264.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd #100,Henderson,NV,89074,Clark
Tuscalante Homeowners Association,0796992006-8,SUB,249.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Nevada Trails Community Association,31806-2001,MSTR,733.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Woodland Ridge Community Association Inc,1694-1988,REG,111.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd #100,Henderson,NV,89074,Clark
Copa Cabana Townhouse Owners Association,19627-1998,REG,129.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Lake Las Vegas Master Association,11614-1991,MSTR,5940.0,(702) 331-0800,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Treo North And South Homeowner Association,24440-2004,REG,195.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Bluffs Duplexes-Encore Addition Homeowners Association,4511-1991,REG,100.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Road Ste 100,Henderson,NV,89074,Clark
Heartland Collection Homeowners Association,11697-1994,REG,49.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Tiara Homeowners Association,12270-1991,REG,61.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Cantabria Owners Association, Inc",21621-1995,SUB,100.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Boulder Creek Homeowner Association,31073-2003,REG,517.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Acacias Condominium Association,22601-1997,SUB,144.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Solana Unit-Owners' Association, Inc",0057182007-8,REG,92.0,(702) 835-6904,C/O Taylor Association Management,"259 N. Pecos Rd, Ste. 100",Las Vegas,NV,89074,Clark
Marina Cove Homeowners Association,11186-1992,REG,24.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Rd. #100,Henderson,NV,89074,Clark
Red Bluffs At The Crossing Owners Association,13311-1997,SUB,272.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Eaglecrest Townhomes Homeowners Association,29018-2003,REG,120.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
"Lake Terrace Owners Association, The",3363-1983,REG,115.0,(702) 736-9450,C/O Taylor Association Management,"259 N Pecos Road, Suite 100",Henderson,NV,89074,Clark
Willowdale Park Homeowners Association,0339072005-4,REG,59.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Road Suite 100,Henderson,NV,89074,Clark
Acadia Homeowners Association,0500242015-4,REG,56.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Las Vegas,NV,89074,Clark
Resort Villas Owners Association,9775-1996,REG,298.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Paradise Island Homeowners Association,8856-1997,REG,14.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rs Ste 100,Henderson,NV,89074,Clark
Solitude Homeowners Association Inc,14378-1995,REG,80.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Tiburon Ii Homeowners Association,3673-1996,REG,174.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Lake Mead View Estates Owners Association,4072-1982,REG,251.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Montenegro Estates Landscape Maintenance Association,20114-1997,REG,303.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Montecito Estates Homeowners Association,6148-1991,SUB,106.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Heartland Homeowners Association,6494-1991,REG,89.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Boulder Gardens Homeowners Association,0740172006-4,REG,46.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Heritage Highlands Homeowners Association,11942-1997,REG,82.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Monte' Lucca Community Association,0141792016-5,SUB,49.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Road Suite 100,Henderson,NV,89074,Clark
Park Bonanza East Townhouse Owners Association,5876-1987,REG,86.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Tramonto Community Association,21359-2002,SUB,48.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Pacific Legends Green Valley Owners Association,18767-1995,REG,195.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd #100,Henderson,NV,89074,Clark
Lamplight Square @ Silverado Ranch Homeowners' Association,10412-2001,REG,159.0,(702) 736-9450,C/O Taylor Association Management,"259 N. Pecos Rd, Suite 100",Henderson,NV,89074,Clark
Pacific Greens Owners Association,17481-1995,SUB,92.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Bacara Ridge Association,17041-2004,REG,231.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Mirasol Homeowners Association,0422202005-3,SUB,221.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Avalon Condominiums At Seven Hills Homeowners' Association,0857422005-4,REG,320.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Heather Glen Homeowners Association,9347-1998,SUB,106.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Blackhorse Homeowners Association,172-2001,REG,264.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Crestway Trails Homeowners' Association,0490062006-8,REG,47.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Hollywood Heights Homeowners Association,16618-1994,REG,37.0,(702) 736-9450,C/O Taylor Association Management,259 N. Pecos Rd. 100,Henderson,NV,89074,Clark
Terra Villa Homeowners' Association,12307-2004,REG,119.0,(702) 736-9540,C/O Taylor Association Management,"259 N. Pecos Rd., Ste. 100",Henderson,NV,89074,Clark
Rancho Galleria Association,15307-1994,REG,178.0,(702) 736-9450,C/O Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark
Belle Crest Ii Homeowners Association,25062-1999,SUB,190.0,(702) 362-6262,C/O Terra West Management Services,"11135 S Eastern, Suite 120",Henderson,NV,89052,Clark
Ascente Homeowners Association,24203-2002,REG,46.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Knolls Association, Inc",1646-1973,REG,62.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Ln Ste 103,Reno,NV,89502,Washoe
"Bella Vista Condominium Unit-Owners' Association, Inc.",0090362006-0,SUB,260.0,(702) 362-6262,C/O Terra West Management Services,11135 S Eastern Ave Ste 120,Henderson,NV,89052,Clark
Silverleaf Community Association,13337782021-3,REG,73.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimmaron Rd Suite 200,Las Vegas,NV,89113,Clark
Vista Ridge Homeowners Association,13156-1997,REG,98.0,(702) 362-6262,C/O Terra West Management Services,11135 S Eastern Ave Ste 120,Henderson,NV,89052,Clark
Allegra Homeowners Association,0328012015-7,SUB,88.0,(702) 856-3785,C/O Terra West Management Service,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Dove Canyon Homeowners Association,8376-2001,REG,188.0,(702) 362-6262,C/O Terra West Management Services,6655 S. Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Meadows Homeowners Association, The",18283-1997,REG,200.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Ln #103,Reno,NV,89502,Washoe
Manhattan Homeowners' Association,27925-2004,REG,700.0,(702) 489-9184,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Redd Hills Commercial Center Owners' Association,17020-2003,SUB,11.0,(702) 346-2288,C/O Terra West Management Services,450 Hillside Dr Ste A200,Mesquite,NV,89027,Clark
Regency Hills @ Green Valley Ranch,SAME AS MASTER,SAM,127.0,,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Majestic Ranch Estates Owners Association,12872-2004,REG,16.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Lane Ste 103,Reno,NV,89502,Washoe
Sundance Community Association,533-2000,REG,38.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimmarron Rd Ste 200,Las Vegas,NV,89113,Clark
Cactus Spring Homeowners' Association,21359-2004,REG,52.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Village Of Centennial Springs Homeowners', The",0218092007-2,REG,210.0,(702) 362-6262,C/O Terra West Management Services,"11135 S Eastern, Suite 120",Henderson,NV,89052,Clark
Lorryn Parc Homeowners Association,1168-2005,REG,20.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Road Suite 200,Las Vegas,NV,89113,Clark
Majestic Ranch Estates Ii Homeowners Association,0174392013-3,REG,28.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Ln Ste 103,Reno,NV,89502,Washoe
Sable Creek Homeowners Association,0683582005-2,REG,60.0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89131,Clark
Belmont Park And Laurel Place Community Association,0608302019-9,REG,95.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimmaron Rd Ste 200,Las Vegas,NV,89113,Clark
Emerald Springs Homeowners Association,0586202015-2,REG,25.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Green Valley Ranch Community Association Inc,5797-1994,MSTR,0.0,(702) 362-6262,C/O Terra West Management Services,11135 S Eastern Ave Suite 120,Henderson,NV,89052,Clark
Copperhead Trails Street And Landscape Maintenance Corporation,32351-2002,REG,303.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Lone Mountain Vistas V Homeowners Association,0281312006-6,REG,77.0,(702) 856-3852,C/O Terra West Management Services,11135 S Eastern Ste 120,Henderson,NV,89052,Clark
Portola Hills Homeowners Association,0519072014-3,REG,31.0,(702) 362-6262,C/O Terra West Management Services,11135 S Eastern Ave Ste 120,Henderson,NV,89052,Clark
Centennial Springs Homeowners Association,0258242014-8,REG,127.0,(702) 639-8410,C/O Terra West Management Services,"6655 S Cimarron Rd, Suite 200",Las Vegas,NV,89113,Clark
Hidden Crest Iii Homeowners Association,0281232006-6,REG,25.0,(702) 362-6262,C/O Terra West Management Services,"6655 Cimarron Rd, Suite 200",Las Vegas,NV,89113,Clark
Reno Ii Condominium Association Aka Lakegrove Condo Assn,5341-1981,REG,114.0,(775) 853-9777,C/O Terra West Management Services,"1575 Delucchi Lane, Suite 103",Reno,NV,89502,Washoe
Heartland Hills Homeowners Association,3470-1996,SUB,123.0,(702)-362-6262,C/O Terra West Management Services,11135 S Eastern Ave Ste 120,Henderson,NV,89052,Clark
Copperview At Caramella Ranch Community Association,0431942018-7,SUB,123.0,(775) 853-9777,C/O Terra West Management Services,1575 Dulucchi Ln Ste 103,Reno,NV,89502,Washoe
Mountain Pointe One Community Association,SAME AS MASTER,SAM,114.0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
La Tierra Homeowners Association,0744062005-4,REG,67.0,(702) 856-3782,C/O Terra West Management Services,"6655 S Cimarron Road, Suite 200",Las Vegas,NV,89113,Clark
Sunridge Heights Homeowners Association,647-2004,SUB,180.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Reflections @ Green Valley Ranch,SAME AS MASTER,SAM,129.0,,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Sunridge Estates Homeowner Association,645-2004,SUB,114.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Town Center'S Homeowners' Association,5019342020-5,REG,235.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimmarron Rd Ste 200,Las Vegas,NV,89113,Clark
Sunridge At Macdonald Ranch Community Association,1729-1995,MSTR,1079.0,(702) 362-6262,C/O Terra West Management Services,"11135 S Eastern Avenue, Suite 120",Henderson,NV,89052,Clark
"Commons Homeowners Association, The",0460722010-8,REG,37.0,(702) 362-6262,C/O Terra West Management Services,Po Box 80600,Las Vegas,NV,89135,Clark
Green Hills Homeowners Association Inc,13861-1995,REG,213.0,(702) 362-6262,C/O Terra West Management Services,6655 Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Maplewood Homeowners Association,22953-2003,REG,44.0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
"Emerald Valley Landscape Maintenance Association, Inc.",22448-1995,REG,684.0,(702) 362-6262,C/O Terra West Management Services,"11135 S Eastern, Suite 120",Henderson,NV,89052,Clark
Triana South Homeowners Association,6938-2004,REG,42.0,(775) 853-9777,C/O Terra West Management Services,"1575 Delucchi Lane, Suite 103",Reno,NV,89502,Washoe
Topaz Community Association Inc,0509462014-8,REG,44.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Meadowbrook Homeowners Association,0094322005-9,REG,124.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Primrose & Mariposa Community Association,17981562021-9,REG,43.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Suite 200,Las Vegas,NV,89113,Clark
Hampton Park Association,27090-2004,REG,97.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Valley Vista Village Home Owner'S Association, Inc.",14718-2000,REG,58.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Lane Ste 103,Reno,NV,89502,Washoe
Rosa Community Association,32521722023-8,REG,97.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Lake Glen Manor Association Inc,1324-1971,REG,88.0,(775) 853-9777,C/O Terra West Management Services,1575 Delucchi Ln Ste 103,Reno,NV,89502,Washoe
Arden Heights Community Association,27371242022-3,REG,21.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Bradley Estates Homeowners Association,11960452021-6,REG,42.0,(702) 639-8410,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Valley Crest Homeowners Association,10972-2003,REG,201.0,(702) 362-6262,C/O Terra West Management Services,"6655 S. Cimarron Rd, Suite 200",Las Vegas,NV,89113,Clark
Calais At Falcon Ridge Owners' Association,30328-2002,SUB,63.0,(702) 346-2288,C/O Terra West Management Services,450 Hillside Dr Ste A-200,Mesquite,NV,89027,Clark
Riverside Townhomes Subdivision Association,0898942005-5,REG,50.0,(702) 346-2288,C/O Terra West Management Services,450 Hillside Dr Ste A200,Mesquite,NV,89027,Clark
Rainbow Villas Condominium Association,26244-1999,SUB,150.0,(702) 362-6262,C/O Terra West Management Services,11135 S Eastern Ste 120,Henderson,NV,89052,Clark
"Ranch At Red Rock Community Association, The",6113822020-7,REG,20.0,(702) 362-6262,C/O Terra West Management Services,"6655 S. Cimmaron Rd., Suite 200",Las Vegas,NV,89113,Clark
Terra Crossings Homeowners' Association,0430662016-0,REG,20.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
"Rancho Alta Mira Owners Association, The",4178-1990,REG,1353.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Quarterhorse Estates - Unit I Homeowners Association,23248-2004,REG,17.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Tara Association,13214-1996,REG,84.0,(702) 639-8410,C/O Terra West Management Services,6655 S Cimmaron Rd Suite 200,Las Vegas,NV,89113,Clark
Rancho Mesa Estates Homeowners Association,0279622014-9,REG,15.0,(702) 362-6262,C/O Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark
Amarillo Homeowners Association,0528972005-1,REG,53.0,(702) 362-6262,C/O Terra West Management Services,Po Box 80900,Las Vegas,NV,89180,Clark
Rancho Bella Community Association,0278522014-6,REG,41.0,(702) 362-6262,C/O Terra West Management Services,"6655 S Cimarron Road, Suite 200",Las Vegas,NV,89113,Clark
